"","tweet_id","sentiment","author","content"
"38100",1753600086,"love","TobyWanKenoby","So drunk!  Love u guys!"
"38104",1753600331,"happiness","fiercemichi","going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto."
"38108",1753600431,"surprise","iNinja2009","@lesley007 morning sweetie, you cool?  xxx"
"38112",1753600514,"love","JKayP","@yaeljk NKOTB world is the best place to be"
"38116",1753600837,"neutral","ilovetwilightxo","Gonna have some brekkie get ready and then do it"
"38120",1753600947,"neutral","khal_d","Cooking brown rice  http://bit.ly/gihac"
"38124",1753601042,"worry","einsteinradio","@iRobC It's a an MK mentality...I think"
"38128",1753601253,"neutral","daniel_beckwith","@TMJP I sure she can"
"38132",1753601368,"neutral","ahgareesh","we're one, but we're not the same, we get to carry each other"
"38136",1753601472,"fun","LoveMeIDareYou","@symphnysldr  you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible"
"38140",1753601531,"worry","taluta","@pcsketch Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap."
"38144",1753601790,"love","vvisitors","@jacehall http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too"
"38148",1753601930,"happiness","juliababexo","just had cheese on toast with ham (: about to get ready to go to LONDON!"
"38152",1753614917,"love","valenzetti","lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (@NamastexD)"
"38156",1753615184,"worry","mmmj","http://twitpic.com/4ws8w - Look who I brought home"
"38160",1753615271,"neutral","drink_feck_arse","@LJsBaby not just me then"
"38164",1753615390,"relief","itsdarryldsmith","@onlyvicky Would you believe that I'm done with homework for the rest of my life?"
"38168",1753615469,"enthusiasm","Jess_Moody","there is never anything on tv, on sundays. CAN'T WAIT for america"
"38172",1753615666,"happiness","grapesoda","is in a good mood"
"38176",1753615850,"happiness","angesbiz","@geehall1 LOL! I had a peek at http://geehall.blogspot.com it's coming along nicely  I totally understand about leaving the set quiet too."
"38180",1753615997,"love","eCharlyn88","is going to the Derny race with Sofie &amp; Cindy.... And i'll see Eric there !"
"38184",1753616066,"neutral","zxed","all done., time to finally start shuting down"
"38188",1753616129,"neutral","HOURCAST","looking at an insane view of hollyweird....in an altered state."
"38192",1753616330,"happiness","Stephbob","OMG i'm so happy as now,thanks to Micheal Sheen (aka Aro)  i know that the photoshoot for the volturi has been done!!! happies!!"
"38196",1753616457,"happiness","LukinLove","Reading my book in the sunshine, goona be a good day"
"38200",1753616582,"worry","izzagillianne","@ilhongy if i can buy sleep for you, i will... that's what you need!"
"38204",1753616773,"surprise","siobhian","@ABIBAN where you ladies off to?"
"38208",1753617036,"happiness","gemmalequesne","awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie  so then we did some more chattering and ..."
"38212",1753617124,"worry","Kreate_Your_Art","Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun"
"38216",1753617185,"happiness","SashaKane","@tkpleslie Have a friend that calls me &quot;Mother Earth&quot; when ever he seems me. Nurturing is second nature to some. (me) Have God Babies."
"38220",1753617398,"happiness","giagia","@JasonBradbury Not addicted, just sociable."
"38224",1753617449,"surprise","LindseytheFirst","@simonpeggster Hi Simon, I'm new to this too - but just thought I'd tell you Jimmy Carr has tweeted that you make the Star Trek movie."
"38228",1753617529,"happiness","jockquesha5","@victorglenn saw your pics, so awesome!"
"38232",1753617731,"happiness","arinbjorn","@iamkhayyam Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don't announce and shit - LOL"
"38236",1753617924,"neutral","demolitionpansy","@Ofana33 Happy Mothers Day"
"38240",1753618276,"hate","TheYaoiReview","@scarlethyacinth I'm working on a painting due for school and hating myself for sleeping all damn day and starting this so late."
"38244",1753618400,"happiness","bruddahG","just came back home from NE gig, another fun night skankin...what a workout!"
"38248",1753631027,"happiness","GibbMatt","@Sera030 heya  40 hour famine starts on may 22nd - are you gonna take part?"
"38252",1753631087,"happiness","anoochit","At the avenue, raining  so cool"
"38256",1753631172,"fun","reikimaster88","Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88"
"38260",1753631427,"neutral","aleeeeee","@MeBec go on the msnnnn or ring my home phone  NOW"
"38264",1753631743,"happiness","rwdave","@NovaWildstar Nothing of the sort! Nevertheless, I shall now go out and share my magnificence with the wider world!"
"38268",1753631935,"happiness","Glennydrums","@sallyLFC I did my best, it is Sunday after all"
"38272",1753632042,"worry","LittleBitTwistd","HAPPY MOTHER'S DAY TO MY BEAUTIFUL MOMMIES"
"38276",1753632141,"happiness","Cansu87","@SamBennington hey Samantha welcome  and happy mother's day!!"
"38280",1753632265,"love","sargarcia","happy mother's day mom. love you always"
"38284",1753632411,"fun","Hollie_Ainslie","Just got back from Kuantan Had sooooooo much FUN"
"38288",1753632493,"neutral","steph_ifly","keeping it chilled."
"38292",1753632533,"neutral","gschan","@emjhoistarr Hello. New follower lang po. Tweet to meet you."
"38296",1753632768,"neutral","NiksieThePixie","@lozhush let be me your first"
"38300",1753632790,"happiness","hypnophil","@JeffTracey forward to starting teaching new students all about hypnosis, will have plenty of laughs I'm sure"
"38304",1753632881,"fun","Phylomene","@itslauraaa Yeah i like it"
"38308",1753633210,"neutral","wardrox","@DaveP_47 hey, watch out you don't post too many adverts on your twitter feed. I wouldn't normally follow, but your blog is interesting"
"38312",1753633337,"love","funnja","happy mother's day"
"38316",1753633561,"surprise","jasonsalas","@jsrobertojr uh-oh...you're creeping up on my 4th spot! hahaha."
"38320",1753633722,"relief","pollyxx","@ichliebexdich  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog"
"38324",1753633750,"neutral","ahjj","I think I'm going to the movies tonight with Oda"
"38328",1753633810,"worry","FacesByFarah","Finally getting to bed! Night tweeples"
"38332",1753633995,"enthusiasm","GnarBlast","did some more work on Dig Dug. can get to level 16 without dying now  Mega Man tomorrow after work. Goal: 2 levels in 5 minutes"
"38336",1753634090,"happiness","ComedyQueen","@Jamie_127 good morning  one m,ore day YAY! #TwitterTakeover"
"38340",1753634185,"neutral","sam21paper","@SuperTriviaGuy Hey we were at Tallebudgera Creek at 5pm.....visiting Anita's special tree........could have almost bumped into you"
"38344",1753634336,"neutral","jonsky","@mandirudge  just listened to the songs on your myspace.  really good"
"38348",1753646920,"fun","HollyAnne18","Driving fast is SO much fun. I went 80 in a 25. Hahaha. Goodnight!"
"38352",1753646984,"neutral","justinpitt","Guess what the blue skies mean today?  http://twitpic.com/4wsj3"
"38356",1753647051,"love","TaraMcDonaldTV","Just had the best hot chocolate ever with chilli  On my way back to the UK now, I need my lovely bed....oh and a sunday roast mmmm."
"38360",1753647156,"happiness","watermelon04","had an amazing night with the girls"
"38364",1753647424,"sadness","caityjones","Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow."
"38368",1753647699,"neutral","seyba","Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it"
"38372",1753647831,"neutral","kristinallund","@joelhouston well... As long as you're back for Elevate!"
"38376",1753648132,"fun","ScottyWu","@Celebritymound peep this remix from &quot;The Wu Dynasty&quot; remix tape its delayed but this will give u a idea"
"38380",1753648370,"happiness","roseCHARLOTTTE","had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX"
"38384",1753648714,"worry","Erdbeerstern","Hey don't write yourself off yet. Little girl you're in the middle of the ride"
"38388",1753648888,"neutral","davaobase","Hubby just arrived. We're getting ready for Ranchero's."
"38392",1753648951,"neutral","OliBBStorm","Now watching ZDF Fernsehgarten. Its so great that Andrea is back, at last"
"38396",1753649014,"happiness","aussiemcflyfan","@AmyMeredithband amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  xx"
"38400",1753649181,"neutral","GhostOtaku","@ElizaPatricia Pair it up with Fringe on Tuesday? That smells like a win imo as well."
"38404",1753649317,"neutral","sameoldgabi","@theEmzi hï¿½rlich!"
"38408",1753649489,"neutral","jordanhowell","Watching Basement Jaxx's set on Radio One site"
"38412",1753649578,"neutral","Alpharalpha","@VRadio if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP"
"38416",1753649584,"neutral","adrence","@verwon Thanks for sharing it. Anything about COFFEE is good. I'm a big FAN!!! Can't live w/o it."
"38420",1753649733,"relief","Harris_Junior","goes to church  hallelujah!"
"38424",1753649813,"neutral","gemmalequesne","to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time"
"38428",1753650068,"worry","KellyLynnB","I'm suffering from restless legs and butt syndrome."
"38432",1753650234,"worry","maxomatosis","right, caffeine levels topped up, few more hours revision then #f1 time  'mon the jenson."
"38436",1753650318,"neutral","judez_xo","@zuppalizzle you should come over before friday and teach me how"
"38440",1753650476,"empty","chantelleaustin","@rssanborn games? Just wanted to clarify"
"38444",1753662239,"love","DLWilsonsWorld","@vene2ia Yvonne, thanks 4 the #FFrecommend! Lovely profile photo, you have! And I agree w/u on the &quot;what is sleep?&quot;  LOL! It's 5:46 am!"
"38448",1753662439,"love","lostonli","@mikealeonetti Thank you!"
"38452",1753662786,"neutral","kinaj","morning everyone!"
"38456",1753662966,"neutral","FrancoisRetief","Franco made breakfast for Mom. Here he's trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw"
"38460",1753663309,"neutral","ToxicRagdoll","Chillin on here"
"38464",1753663501,"neutral","RosieL","Just woke up.   Uhuru out"
"38468",1753663621,"neutral","smithcnn","@IvanaF Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open."
"38472",1753663736,"happiness","kaystanding","@furlongthedog Welcome to Twitter  I hoped it wouldn't be long before you saw the light and joined us!"
"38476",1753663805,"relief","Lisakristinee","At home about to go to sleep! Goodnight twitter world!"
"38480",1753664061,"happiness","nettehassel","@paula_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening"
"38484",1753664188,"worry","mlantswelshgirl","just chilling out in my room on the computer"
"38488",1753664442,"love","zeet75","@CocoFontana I'll have to watch it soon then!  An I love, New York? Sweet! I'll be on the lookout for that."
"38492",1753664608,"relief","Susie_Nutbar","@Ste1987 relax, relax and relax a bit more  bbq today maybe? How about you?"
"38496",1753664839,"neutral","WildAngelJoy","Love song for the night, &quot;Then&quot; by Brad Paisley.  Happy Mother's Day   Love &amp; Light ~ Joy"
"38500",1753665189,"fun","josephchristian","@Dr_Jared you guys can match... cute!  PS when are you visiting LA?!"
"38504",1753665295,"neutral","its_KateH","is up, slightly later than planned... gunna get this essay done 2day!!"
"38508",1753665371,"happiness","brigande","i like this new trend ,  who's next ? http://tinyurl.com/qcy8d4"
"38512",1753665568,"fun","MissHollywood90","@heycassadee I can't wait to see yall Friday !!!! I hope I meet u guys!! That would make the night even better"
"38516",1753665728,"enthusiasm","leighdj","@fawcett94 - I'm not letting Reach sink. Thats for sure. I'm still presenting and joint HON! Owens Mon 8pm-10pm &amp; I'm Sat 2pm-4pm"
"38520",1753665866,"happiness","KadyLeila","It's sunny and I feel really well today!  Yippeee!"
"38524",1753665936,"happiness","Rona_C","Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day"
"38528",1753666057,"worry","westlondonchick","@monabarry Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!"
"38532",1753666153,"neutral","Maryyon","Have a nice day  ? http://blip.fm/~5z6y6"
"38536",1753666241,"relief","cammjones","just gott home from work and now relaxing"
"38540",1753678185,"relief","BoydyxO","sunnn finnalllyyy!!  aint slept :| need some sleep"
"38544",1753678335,"neutral","joshueoconnor","@johnfoliot I think we all need a oil change wash and wax every now and again"
"38548",1753678449,"surprise","ikki_oo","@JasonBradbury mmmmm you have someone on the inside ? or are you being brlliant again"
"38552",1753678603,"worry","amigastu","@jonathanlerwill do you want to do my laundry as well?"
"38556",1753678791,"love","Boasterjuice","Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!"
"38560",1753678855,"love","tophatdog","@pntbtrkisses LMAO...but you'll still have me! I am thoroughly enjoying our conversation"
"38564",1753679073,"fun","Lunar88","has just joined the twitter community"
"38568",1753679145,"love","glamlambhoney","@MariahCarey I'd say it a million plus plus plus times !!! I love you and appreciate you I'd choose your happieness over album any day"
"38572",1753679341,"happiness","xmercado","can't wait to make that call tomorrow. gotta keep moving forward!"
"38576",1753679607,"happiness","enamoredsoul","@ThetaHealerMaya u're welcome...thank YOU for sharing such excellent content"
"38580",1753679727,"neutral","melacynthe","@ElizaPatricia Tuesday, any other day... long as we still get to watch"
"38584",1753679848,"happiness","tweeterism","@RocknRollQueene @Loretta_aston Welcome to Twitter! Let me know if you have any questions, would love to help."
"38588",1753679999,"happiness","doorofkukondo","As of today, @Peek_a_Bo0 and I have been going out for two years. Best two years ever"
"38592",1753680189,"worry","hyppe","@gabexmosh &quot;with done&quot;?"
"38596",1753680399,"hate","Xx_McFLY_xX","@UniqueGuitarist Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol"
"38600",1753680490,"fun","pslgreg","@megatronnn Drinking alone after working til 10 PM can be relaxing, or made better by adding one fun person to laugh with."
"38604",1753680586,"worry","ManuFarenzena","@lewisking don't you procrastinate!   (like I do...)"
"38608",1753680705,"neutral","steenbergen","@rockingla Thanks  New work will arrive in a few weeks"
"38612",1753680804,"relief","IamTam","@jenifel Aww thanks! I am indeed graduating on Friday. Just 4 finals stand between me and freedom...or Teach for America and law school"
"38616",1753680911,"worry","OlliexPOVx","@gfalcone601 dont you think this tour went fast? i do"
"38620",1753681038,"neutral","slivoshee","@ Cleaning the house! going out at 3 to see a soccergame with friends"
"38624",1753681288,"worry","Sikretsy","iono...I guess I'm getting off now. L8r twits"
"38628",1753681427,"neutral","kitrona","@eimajuno Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little."
"38632",1753681489,"worry","FoTizzle","@kazzababe95 cut yourself a slice of cheese cake.. it makes everything better"
"38636",1753681585,"fun","Sofie_JO","Hmm... It's my birthday tomorrow... Fun!"
"38640",1753693995,"happiness","tubepornxxx","@sexysapphire Thanks, I love it"
"38644",1753694151,"relief","R3beccaF","@kjarrett Thanks for tweeting a very useful set of refs - I'm in the middle of adding them to a chapter I'm editing"
"38648",1753694279,"fun","shassyn","my first moms day as a mom  now im off to long island to see my mommy  &lt;33 HAPPY MOTHERS DAY!!"
"38652",1753694388,"happiness","skarthikm","Buongiorno !!! woke up and of for my Italian lunch"
"38656",1753694445,"worry","StarBreatherLuv","Good night all... Just set this twitter thing up. I'm very new at this, but I expect it to come in handy."
"38660",1753694667,"enthusiasm","dooganized","Hour til lunch, can't wait. Ima go to Mcd's"
"38664",1753694730,"happiness","lollipop_246","OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!"
"38668",1753694791,"hate","SarahCyrus","@LisaHopeCyrus sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff :/"
"38672",1753694925,"love","thejessicashow","aww @skyelikeupthere you loooove me"
"38676",1753695005,"fun","funkyfairy24","@monabarry yeah whatever, so that means he was chatting about me all night then, lol"
"38680",1753695135,"fun","codelust","@aditya page genny to rescue you"
"38684",1753695370,"neutral","XMissxXxMurderX","@xb4byfac3x 6 am.  you?"
"38688",1753695551,"neutral","kidakaka","@Saurabh oks  yes infact we had chatted earlier on n00b.in as well"
"38692",1753695598,"happiness","jpnnbak","[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her"
"38696",1753695855,"empty","VetaKniaz","Going to Al Ain.  Need to check out one store. Hope i find things that I'm looking for."
"38700",1753695942,"neutral","mayschool","@loisheilig your welcome. you have picked up the slack the last few days, my turn to get it."
"38704",1753696021,"love","kethni","Exchange story gone, yaaaay! On with Sweet Charity"
"38708",1753696231,"neutral","rizkyinayati","@Janit thankyou sugaaar  btw I'll leave this town on 7, really hope could see you next time ya ra. Skrg sempit bgt sih waktunya ya"
"38712",1753696334,"love","BoxxxyBabeee","Happy Mother's Day to all Mothers out there"
"38716",1753696401,"love","lenaaileen","going to eat some pasta bake, my favourite food! later going to the flea market @jadirox you're my lilime"
"38720",1753696567,"happiness","aknotofemma","time to do some revision while listening to @direngrey albums non-stop all day, again!"
"38724",1753696649,"happiness","knutschel","my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies"
"38728",1753696837,"happiness","xLorneyRawrx","2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b'day keiron"
"38732",1753696934,"neutral","laurawrsaurus","@Carole9 im not confused"
"38736",1753697008,"fun","CarrMiMi","is Chillin', listening to Tunes"
"38740",1753710573,"relief","klawrance","http://skipall.com/8p.png  The come apart easy enough"
"38744",1753710925,"happiness","littlelylygirl","http://twitpic.com/4qfl3 - haha^^ I love it"
"38748",1753711004,"happiness","annaliese_sarah","haha gunna go buy a whole bunch of emo/punk clothes"
"38752",1753711113,"neutral","nik_kee_dee","Morning all.... Sorry for missing tweets yesterday @damohopo @Boddingtons How are you today?"
"38756",1753711321,"neutral","NathanaelB","@facibus @Allyeska's mum asked us to thank you for introducing us to Kenny's - we're having Mother's Day dinner here"
"38760",1753711558,"enthusiasm","exonumi","@alucinari Moral support for students"
"38764",1753711667,"love","shanajaca","@xXFriendXx That is amazing she will be happy with it enjoy your sunday  XX"
"38768",1753711981,"happiness","DannyBevers","Wake up x.x But tired. On this moment i listing some music for make me happy and let me wake up"
"38772",1753712045,"love","smokeserbes","marko got in a fight outside the roseland tonight.. it was rather entertaining!"
"38776",1753712346,"neutral","lukeey_S","is slowly gettin more followers  vry slowly"
"38780",1753712697,"relief","EliTriguero","flu or allergy??? ... Doesn't matter, just try to squeeze my Sundayyyy"
"38784",1753712868,"happiness","sixdaysandy","Picked up a Jesse Lacey/Kevin Devine/Grace Read bootleg off the net from their acoustic tour, it's really good"
"38788",1753712968,"fun","kimsherrell","@RollinsWallace hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils."
"38792",1753713193,"happiness","JensTGZ","off to westend now, enjoying the sun."
"38796",1753713283,"neutral","rgoodchild","@TheWineVault oh I know. and I aprreciate it  it can be my back up plan"
"38800",1753713346,"happiness","t_de_baillon","OK. Done with Sunday morning findings. Time to enjoy the sunny day"
"38804",1753713455,"fun","ConnorJack","@TheSimsHub I'm going to kill the person who should have went down to Manchester for me.  (only kidding; don't want the police on my door)"
"38808",1753713528,"surprise","TijanaSelak","@SerbIaNGoDdesS Hmm Ok next time i see you il just get you to explain to me the whole process  haha"
"38812",1753713728,"neutral","Malihahansen","@giblahoj how sweet"
"38816",1753713902,"love","IamIli","I will surely vote for @AllisonOfficial."
"38820",1753714030,"neutral","XandraEvans","Good morning... Iï¿½m soooo tierd"
"38824",1753714097,"surprise","skyhawkmatthew","@Patty_B You didn't see everyone going on about it on Facebook about 3 months ago?"
"38828",1753726680,"happiness","hugwh0re","Just got home from another wonderful night"
"38832",1753726760,"happiness","doki_doki","just made a South-Korean email pal. Happy!"
"38836",1753726891,"worry","aureliegomez","@inesthefreak - Wtf Polyvore? what's that?  enjoy it though."
"38840",1753727095,"sadness","JamesMackney","@MiaLotta why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
"38844",1753727134,"happiness","Whitnee_Sian_93","Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x"
"38848",1753727281,"happiness","littlebluebird5","in Singapore! its so warm over here! Having a blast already"
"38852",1753727431,"neutral","K_A_T_R_I_N_A","Fish and chips for din dins"
"38856",1753727579,"happiness","jacoblovie","@LeoWolfe Haha! Night man, and no, but Im sure I'll meet her again in my lifetime, in fact I will...no doubt about it."
"38860",1753727670,"happiness","_kkkrizo","Just like the old days  drinkin at the old spot ."
"38864",1753727872,"neutral","marchartsuiker","@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired"
"38868",1753728021,"love","youlovechelsea","happy momma day to myself and all my other beautiful moms out there!cant wait to get pampered tomorrow"
"38872",1753728080,"happiness","allierigby","http://twitpic.com/4wt8a - pretty damn good friday night"
"38876",1753728315,"sadness","AshleyElina","Today I'm lonley girl with a guitar"
"38880",1753728508,"happiness","caitlin_jones3","@wow_its_sarah Congrats Sarah!!!!! thats awsum"
"38884",1753728755,"neutral","PegasusAngel","#SanctuarySunday don't forget to post on the forums and FB about our mission success!!"
"38888",1753728858,"love","Stefanvds","wow the weather is amazing today!"
"38892",1753728953,"worry","denisa_nica","Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN"
"38896",1753729099,"happiness","goodwinmok","partying in the study room"
"38900",1753729194,"neutral","joellllllll","@dark_jayy It might hav to cost u a History essay."
"38904",1753729244,"worry","vivalaemily","@zoziekins ACSM. it's unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?"
"38908",1753729311,"happiness","KattyKitt","@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code"
"38912",1753729458,"surprise","sealtian","is hopeful!"
"38916",1753729587,"love","linnetwoods","@MacQuid We travelled the world &amp; I grew up on a diet of everything you can think of! Still, my Genoese grandma made her own pasta...."
"38920",1753729789,"worry","katiecain","@tommcfly but it all went too quick and there wasn't a chance lol"
"38924",1753742350,"sadness","ramdomthoughts","@sassij Or he's gonna chop you up into tiny bits - one of the two"
"38928",1753742390,"neutral","Ellen_Stafford","@andrewschof hows u? lovely day here!"
"38932",1753742630,"surprise","lavuarne","Me just sign up Twitter..."
"38936",1753742729,"surprise","Vemsteroo","@katieinthehat The one and the same! Should be a good gig"
"38940",1753742812,"enthusiasm","br1cen05","had an awesome time with @spotspot85 and @xerovoltage"
"38944",1753742957,"happiness","Maga88","Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!"
"38948",1753743118,"worry","kevinapple","Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake."
"38952",1753743262,"love","chrisdashrob","Happy Mothers Day!!"
"38956",1753743344,"fun","misstoats","@skeetonmytwitts its slimy but its fun"
"38960",1753743501,"love","Leylaaa_x3","@dashkaaa we always miss each other, don't we?"
"38964",1753743600,"neutral","twebbstack","@LittleMissHaya i make them good girls go bad"
"38968",1753743704,"love","irCheryl","has just watched antcam7 ahh love it"
"38972",1753743947,"worry","julie_bergmann","G*morning! Rain, rain and more rain.. ! But I don't care so much"
"38976",1753744095,"neutral","Daisylittlestar","@sandy195850 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!"
"38980",1753744204,"love","figibank","Happy Mother's Day to all your wonderful moms!"
"38984",1753744358,"worry","linnetwoods","@MacQuid Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!"
"38988",1753744471,"neutral","celinieee","@VogueChic http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&amp;&amp;eerie-silence.net"
"38992",1753744543,"love","koloSigma","Is sat in her PJs drinking tea and watching the Politics Show. Lovely"
"38996",1753744721,"happiness","xSilyeah","I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3"
"39000",1753744744,"surprise","djfunke","home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha"
"39004",1753744849,"sadness","WillyB1980","unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold"
"39008",1753744998,"happiness","kaffeecoder","@_anh Hmm, tasty!  Going to have curry rice with peas probably. ;)"
"39012",1753745098,"love","TMJP","@phillyhead aw thank you sam phil, i love you"
"39016",1753745242,"neutral","deepakshenoy","@sohamdas I agree - they will start - and I forgot, all that news is HT @sohamdas"
"39020",1753756918,"fun","shutupbec","@CeeCeeJayez episode 17 season 1, i love chuck bass.  who's going to the short stack filming next sat? Im making a flag. ;D"
"39024",1753757097,"worry","Char_SOS","Just downloaded parnoid"
"39028",1753757251,"neutral","czarnecki88","got one because of my babygirl"
"39032",1753757438,"neutral","peachonice","@everyonesmad but its pretty at least, I think I need to catch some sleep soon though"
"39036",1753757542,"fun","soniakd","summer clothes panic over..I see rain clouds !!  still going swimming though..I'm feeling in a holiday mood"
"39040",1753757772,"worry","carrotcoriander","@madnessofmany called about it, no answer shall try again tomorrow"
"39044",1753757942,"worry","cucbka","@vadimkozhin why do you think so?"
"39048",1753758013,"relief","perchee","my miss doesn't read my tweets so she wouldn't know that the emo guy won #dsds"
"39052",1753758113,"happiness","JoyaCamaisa","finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!"
"39056",1753758145,"neutral","pawsalmighty","@sophiaalmeida lol thanks, I really needed a reminder that I'm an old hag mom lol"
"39060",1753758401,"love","Durbsy","Hope all the Mum's out there had a Mother's Day with love, close family &amp; friends."
"39064",1753758503,"relief","foleyy","AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you"
"39068",1753758647,"neutral","Higji","Time to play the drums"
"39072",1753758743,"surprise","hjmay22","meet the robbinsons! best movie ever"
"39076",1753758841,"love","JessieValentine","@frenchiep :  i know i*m late but i didn't had internet. so happy bithday to you and pierre!"
"39080",1753759046,"worry","Brandesme","@ronnilab Hahahah, I will be using that saying from now on!"
"39084",1753759224,"happiness","clementyeung","@ROAR_Fear_Me Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination"
"39088",1753759375,"love","OMG_ITS_BRiNA","Sleeeping ; just had to say Happy Momdukes Day"
"39092",1753759546,"neutral","ThetaHealerMaya","@khtemplar is my son - he gets my vote today coz he has grown into a loving, caring 'soul-full' man - who loves his mum"
"39096",1753759695,"surprise","rumoko","@duskyblueskies I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it"
"39100",1753759918,"enthusiasm","lauralovebby","http://twitpic.com/4wtii - new hair going to greeattt use!"
"39104",1753760086,"relief","lola_princess","YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah."
"39108",1753760267,"neutral","shortword","@murrion nope.. sliverlight is client a side tech"
"39112",1753760511,"love","melanietaylor01","@Katie_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx"
"39116",1753760674,"happiness","burning_angel","Oh, I've just watched the third episode of JONAS, it's awesome."
"39120",1753772658,"love","DannysBaby","@Dannymcfly http://twitpic.com/3ernb - Loving The Jumper"
"39124",1753772803,"happiness","hannahsheri","@davidleibrandt good to know you had fun"
"39128",1753772902,"sadness","CourtneySit","@courtpet oh sweet! I'll definitely check it out when I get the chance..."
"39132",1753773088,"neutral","vwebling","happy mothers day"
"39136",1753773217,"fun","Jodes42","Completely EXCELLENT Dave Matthews concert! Jason Mraz opened &amp; I heard &quot;stay or leave&quot; &amp; &quot;crush&quot; for the first time live"
"39140",1753773393,"sadness","pr0mythius","if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note"
"39144",1753773643,"happiness","dawson1997","@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL"
"39148",1753773757,"neutral","cydonian","@sherenejose : Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose."
"39152",1753773893,"relief","mymemoirs","HALLELUJAH! I've finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol"
"39156",1753774056,"fun","iOriana","I can Rome without Ceasar"
